Title,Artist,kinki,love,success,hard,need,feel,day,new,gone,heart,boy,realli,real,think,would,thing,one,hold,sdanger,bitch,leav,danger,around,talk,run,keep,nigga,live,sweet,world,alway,successt,eye,parti,wait,bodi,made,noth,show,bad,turn,long,home,light,hand,work,nigparti,caheart,walk,Emotion
Diamond Rings And Old Barstools,tim mcgraw,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,6
Bad For You,meek mill,1,15,2,1,0,8,1,0,0,2,1,1,0,1,2,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,4,13,0,1,0,0,0,3,0,1,0,1
Brother,needtobreathe,0,2,0,0,2,0,0,0,0,9,0,0,0,0,0,0,9,0,0,0,4,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1,0,0,0,0,2
Love Is Your Name,steven tyler,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,3,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,4,9
Blank Space,taylor swift,1,14,2,0,0,1,0,1,0,1,0,0,0,0,0,2,1,0,0,0,4,2,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,2,1,1,6,0,0,1,0,0,0,0,1
Budapest,george ezra,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Know Yourself,drake,1,0,4,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,19,0,0,0,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8
Flashlight,jessie j,0,3,0,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,23,0,0,0,3,0,8
Coffee,miguel,0,3,6,0,0,5,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,9,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1
My Way,fetty wap,4,7,5,2,1,0,0,0,0,3,0,1,0,5,0,0,0,0,6,5,0,0,1,0,1,3,1,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,8
Dear Future Husband,meghan trainor,1,12,0,0,5,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4
One Last Time,ariana grande,0,6,7,0,7,1,0,0,0,0,2,3,0,0,0,0,17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,3,0,1
Energy,drake,1,1,4,0,0,0,3,0,0,1,0,1,4,0,0,0,6,0,2,0,1,0,0,1,2,2,9,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,8
Wild Child,kenny chesney,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
I Need Your Love,shaggy,0,28,0,0,12,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Pretty Girls,britney spears,1,13,1,0,0,0,0,0,0,2,0,0,0,0,3,3,4,0,0,0,0,7,9,0,0,1,0,0,2,9,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7
B**** I'm Madonna,madonna,2,9,5,9,0,0,0,0,0,3,0,0,0,6,0,1,0,1,2,12,0,1,1,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,2,5,0,6,8,2,0,0,0,7,0,11
No Sleeep,janet,1,7,1,0,0,3,2,0,0,1,0,1,2,2,0,0,2,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1,0,4,0,1
Check,young thug,3,1,22,1,1,0,1,0,1,7,0,0,0,0,0,0,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,2,0,0,10
Blessings,big sean,0,2,3,2,2,10,0,0,0,3,0,1,0,2,1,1,1,1,5,1,0,1,0,1,0,2,4,2,0,0,1,1,0,0,0,0,0,2,1,0,0,2,2,0,0,2,4,3,0,2
Lay Me Down,sam smith,0,0,2,1,0,4,2,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Believe,mumford,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I Don't Get Tired (#IDGT),kevin gates,0,3,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,19,0,1,0,0,1,12,0,0,0,0,12,0,0,0,8
Nasty,bandit gang marco,7,0,7,0,2,0,0,1,0,2,0,0,0,0,0,0,1,1,0,9,0,4,0,0,0,1,2,0,0,0,0,0,1,2,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,5
Flicka Da Wrist,chedda da connect,1,0,4,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,8
Sparks,hilary duff,6,17,2,0,0,3,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,5,0,1
Time Of Our Lives,pitbull,5,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,10,0,0,0,0,1,0,1,0,0,0,0,4,0,1,0,6
Chains,nick jonas,1,20,0,0,0,0,0,0,0,1,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
I Want You To Know,zedd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,2,0,4,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6
Where Are U Now,skrillex,0,0,1,0,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,8
All Day,kanye west,4,1,5,1,1,0,26,0,0,3,4,1,1,0,0,0,0,0,3,3,0,0,1,2,1,2,35,0,0,0,1,0,0,2,0,0,0,0,0,1,1,6,0,1,0,0,3,1,0,1
L$D,a$ap rocky,0,15,1,0,0,7,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,9,0,0,0,0,0,0,0,1,1,3,0,0,0,3,0,1
Everyday,a$ap rocky,0,8,10,0,5,6,0,3,0,1,0,0,0,0,0,0,0,2,4,4,1,3,0,0,0,1,2,0,0,0,0,0,1,0,6,1,0,0,1,0,0,0,0,0,0,0,2,0,0,8
3500,travi$ scott,3,5,8,0,1,1,0,2,0,3,0,0,9,0,0,1,6,1,4,6,0,2,0,0,1,8,5,0,0,0,0,0,0,5,2,0,1,0,0,1,0,0,0,0,0,0,62,0,0,5
Truffle Butter,nicki minaj,1,2,9,1,1,0,0,4,0,1,1,0,0,0,0,3,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,8
FourFiveSeconds,rihanna,0,0,0,0,0,0,4,0,0,1,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1
Get Low,dillon francis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Electric Body,a$ap rocky,19,12,6,1,0,0,0,4,0,2,1,1,0,0,0,0,0,0,2,3,0,2,0,0,0,0,11,0,0,0,1,1,0,5,0,7,0,0,0,0,3,0,0,1,0,2,0,0,0,10
You Changed Me,jamie foxx,1,47,1,0,1,1,0,0,0,7,0,3,0,1,0,5,4,0,1,0,0,0,0,3,0,0,5,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,14,0,1
Phenomenal,eminem,2,0,0,0,0,5,0,0,2,1,0,0,1,0,4,3,2,1,2,0,0,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,4,0,0,2,1,0,8,0,11
Ulay Oh,how i became the bomb,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1
All About That Bass,meghan trainor,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
Homegrown,zac brown band,0,0,1,0,8,3,0,0,0,0,0,0,0,3,1,3,0,0,0,0,1,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,8
Heartbeat Song,kelly clarkson,2,1,0,0,0,4,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,24,0,0,1,0,0,0,0,1
I Bet,ciara,2,21,4,0,4,0,0,1,1,1,0,2,0,0,1,0,3,0,0,2,0,0,0,0,0,2,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Raise 'Em Up,keith urban,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,2,0,0,0,0,11
King Kunta,kendrick lamar,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,2,8,0,2,0,0,9,0,4,0,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7
Take Me To Church,hozier,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8
Feeling Myself,nicki minaj,1,10,6,0,0,0,0,0,0,2,0,1,2,1,0,1,0,1,0,2,0,4,1,0,2,2,3,0,0,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,2,0,0,5
Ayo,chris brown,8,3,13,0,13,1,0,1,0,1,0,0,4,0,0,0,0,0,3,4,0,1,4,0,0,0,8,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,4,1,0,0,1,2,1,5
She Don't Love You,eric paslay,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Games,luke bryan,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,3,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Please,sawyer fredericks,1,10,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Old Man,sawyer fredericks,0,3,0,0,2,0,2,0,0,2,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
Change My Mind,meghan linsey,0,6,0,0,0,1,0,0,0,1,2,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
I'm Not The Only One,sam smith,0,6,0,0,1,0,0,0,0,5,0,0,0,4,1,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
Geronimo,sheppard,0,12,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
Throw Sum Mo,rae sremmurd,7,4,17,0,1,0,0,2,0,1,0,0,0,0,0,0,0,2,1,4,0,0,1,0,0,1,1,0,0,0,0,1,1,2,0,5,0,0,0,5,0,0,0,0,0,1,1,0,0,5
A Guy Walks Into A Bar,tyler farr,0,4,1,0,0,3,1,1,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,9,9
Say You Do,dierks bentley,6,7,1,0,1,1,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,11
Hey Mama,david guetta,1,14,2,0,5,0,0,1,0,6,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,8
Nothing Without Love,nate ruess,1,9,0,0,0,3,1,0,0,2,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,0,0,1,0,0,0,0,0,0,11
Beautiful Life,nick fradiani,0,2,0,0,0,0,1,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2
A Thousand Years,sawyer fredericks,0,9,0,0,0,0,2,0,0,1,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Lips Are Movin,meghan trainor,24,15,0,0,0,0,0,1,0,0,1,1,0,4,0,0,3,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Ain't Worth The Whiskey,cole swindell,1,6,2,0,0,0,0,0,3,1,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,2,0,11
10 Bands,drake,0,1,1,0,2,2,0,1,1,3,0,0,0,0,0,1,2,0,2,0,0,2,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,4,0,0,9
Nobody Love,tori kelly,0,30,0,0,0,3,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,3,0,1,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
American Oxygen,rihanna,0,1,0,0,0,9,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1
Shine On,sawyer fredericks,0,0,0,2,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,4
Centuries,fall out boy,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,1,0,1,0,0,0,2,0,1
Legend,drake,0,1,3,1,0,2,0,1,0,2,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,12,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,1
Lean On,major lazer,12,0,1,0,14,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,24,2,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,3,1,0,0,0,0,0,2,8
Simple Man,sawyer fredericks,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
Infinity,mariah carey,1,5,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,7,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,11
Riptide,vance joy,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,11
I Don't Mind,usher,3,7,53,1,1,0,0,0,0,3,0,0,0,0,0,1,1,0,0,2,4,0,1,0,0,1,0,1,0,0,0,0,0,13,0,2,0,0,0,0,1,4,5,0,0,6,1,6,1,10
Drinking Class,lee brice,0,1,0,1,0,1,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Outside,calvin harris,0,0,0,0,0,7,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,2
Little Red Wagon,miranda lambert,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6
Trouble,iggy azalea,3,5,2,0,0,1,0,0,0,0,2,0,0,4,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,2,8,3,0,0,0,0,0,0,6,0,1
Ride Out,"kid ink, tyga, wale, yg",0,0,4,0,1,0,1,0,2,6,1,1,3,0,0,1,7,2,1,0,2,4,1,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,5,4,0,7
Hallelujah,panic! at the disco,0,2,0,0,0,2,1,1,0,0,0,0,0,1,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,4,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,2
Make It Rain,koryn hawthorne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Iris,sawyer fredericks,0,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,2
Stay With Me,sam smith,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,4
Jealous,nick jonas,0,1,0,0,0,0,0,0,0,16,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,11
Only,nicki minaj,7,2,26,0,1,1,2,0,0,2,1,1,8,1,0,0,2,0,2,1,0,5,0,1,0,0,4,0,0,0,0,0,1,4,0,0,0,6,1,7,0,0,0,0,0,0,15,3,1,5
Prayer In C,lillywood,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Lonely Eyes,chris young,0,1,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1
Bills,lunchmoney lewis,7,1,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,1,8
Imagine,sawyer fredericks,0,0,0,1,1,0,1,0,0,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6
House Of The Rising Sun,kimberly nichole,1,0,1,0,1,0,0,5,0,2,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
I Don't F**k With You,big sean,11,4,8,1,1,3,1,4,0,1,0,0,2,0,0,3,1,0,4,15,0,2,2,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,4,1,0,5
Homegrown Honey,darius rucker,0,10,12,0,0,1,0,2,0,3,0,0,0,3,0,3,0,0,0,0,3,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,6,0,0,3,5,4,0,0,0,0,0,3,2
Immortals,fall out boy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,1
Go Hard Or Go Home,wiz khalifa,2,3,5,5,1,4,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,4,0,0,2,0,4,0,11
Good Lovin,ludacris,3,9,2,0,12,1,0,1,0,4,0,0,8,0,1,4,0,0,0,0,0,1,4,1,0,1,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,8
Goodbye,who is fancy,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
Animals,maroon 5,1,10,4,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
I Bet My Life,imagine dragons,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
Night Changes,one direction,1,6,3,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1
She Knows,ne-yo,1,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,4,0,0,1,0,1,2,2
CoCo,o.t. genasis,0,19,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1
I See You,luke bryan,7,8,0,0,0,3,0,3,3,3,3,0,0,0,0,2,2,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,1,0,0,1,3,3,0,0,0,0,2
Apparently,j. cole,5,6,2,1,1,0,2,1,0,5,0,1,0,1,2,1,1,0,2,1,0,1,0,0,0,7,5,1,0,0,1,0,0,3,1,0,0,0,1,0,0,0,2,0,0,0,4,2,0,1
Make Me Wanna,thomas rhett,1,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1
Just Gettin' Started,jason aldean,1,6,4,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,4,0,7,0,0,2,0,0,0,3,0,0,2,0,0,0,0,0,1
Lonely Tonight,blake shelton,2,4,3,0,3,0,0,0,0,2,0,0,0,2,0,0,4,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,9,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,1
Failure,breaking benjamin,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,1,2,2,0,0,0,0,0,7
Baby Blue,action bronson,2,13,1,0,0,2,0,0,0,3,0,0,0,0,2,1,0,0,4,4,0,1,0,0,0,0,0,0,3,0,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,2,0,2
Chandelier,sia,0,3,0,0,0,5,0,0,0,1,0,0,0,0,0,0,1,13,0,0,0,0,0,0,1,4,0,2,0,0,0,0,4,17,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1
No Type,rae sremmurd,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,3,4,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,8
Mean To Me,brett eldredge,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,8
The Heart Wants What It Wants,selena gomez,3,18,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
I Lived,onerepublic,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,5,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7
The Hanging Tree,james newton howard,0,2,0,0,0,0,0,0,0,2,0,0,0,0,7,7,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
You're So Beautiful,empire cast,1,3,13,0,0,1,0,1,0,1,0,0,1,1,0,2,1,1,0,0,0,2,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,4,1,7
The Blacker The Berry,kendrick lamar,1,4,6,0,3,4,0,0,1,4,0,0,2,0,1,1,0,0,0,1,0,3,0,0,0,0,4,2,0,0,0,4,2,1,0,0,3,0,1,0,0,0,0,0,0,0,0,3,0,2
Fairly Local,twenty one pilots,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9
Wesley's Theory,kendrick lamar,3,6,15,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,7,0,0,1,0,6,2,1,0,0,0,0,1,0,0,0,0,0,1,2,0,8,1,0,0,4,0,0,7
These Walls,kendrick lamar,0,12,2,0,1,6,0,0,0,3,0,0,0,1,2,0,0,1,0,1,0,0,2,16,0,0,0,4,0,0,1,0,1,0,1,0,0,0,0,0,2,2,0,0,0,1,0,1,0,1
